txn_id,acc_id,txn_type_id,amount,txn_date
199,591,2,17385.75,2026-06-24 06:47:37
200,77,5,24977.62,2025-12-04 13:56:49
201,485,2,6274.41,2026-06-17 07:27:49
202,635,6,562.06,2025-09-06 17:26:04
203,449,2,26998.52,2025-12-13 08:01:03
204,409,2,34530.32,2025-10-16 22:16:53
205,789,3,27571.74,2025-11-30 01:49:57
206,158,6,28485.33,2025-08-01 19:37:17
207,390,1,17523.17,2026-06-27 22:12:43
208,496,4,47869.3,2025-07-13 11:53:29
209,424,5,2355.49,2026-02-25 09:40:08
210,485,6,5946.65,2025-07-31 01:19:05
211,484,1,28056.26,2025-09-10 11:14:23
212,294,1,42944.7,2025-09-09 04:40:56
213,650,5,1718.04,2025-11-22 03:59:12
214,454,4,45275.3,2026-02-03 10:46:12
215,513,6,8193.36,2026-05-08 14:19:05
216,488,6,31493.13,2025-10-10 23:03:38
217,104,6,46102.03,2025-07-22 14:35:56
218,282,2,47930.5,2025-10-01 01:17:38
219,489,2,7048.96,2025-07-31 12:47:13
220,20,4,30983.65,2025-12-25 14:27:31
221,315,6,11113.3,2025-07-21 22:20:31
222,399,2,35771.36,2025-11-08 08:24:00
223,86,3,20118.1,2025-09-10 05:41:37
224,310,2,38392.34,2025-09-26 04:03:20
225,162,1,31988.43,2026-06-08 02:49:53
226,498,6,47979.82,2026-03-14 22:27:35
227,153,2,20759.82,2025-09-01 17:36:35
228,303,5,2272.49,2026-01-21 09:23:19
229,603,2,968.47,2026-04-25 07:42:57
230,525,3,20923.47,2026-04-05 06:06:17
231,276,1,32588.34,2026-02-21 20:46:23
232,363,5,3430.69,2026-04-05 05:34:48
233,39,2,4446.38,2025-07-20 05:11:51
234,619,3,15039.44,2026-03-28 11:59:26
235,57,5,30320.59,2025-09-03 14:49:05
236,646,1,17798.23,2025-12-28 06:40:59
237,148,4,12618.77,2025-10-02 18:46:46
238,351,5,26754.43,2025-09-25 18:34:32
239,440,5,4319.3,2026-06-27 17:27:43
240,651,2,3444.82,2025-10-27 14:58:44
241,740,6,41298.05,2026-05-11 03:26:30
242,419,1,29338.96,2026-04-01 23:06:17
243,454,2,13376.08,2026-02-25 01:34:12
244,413,4,23395.21,2026-04-30 01:45:29
245,517,1,2891.19,2025-09-27 17:20:18
246,272,5,15754.48,2025-09-09 20:54:11
247,483,6,25528.17,2025-10-08 21:45:20
248,308,5,12800.61,2025-08-28 13:55:46
249,472,2,26738.73,2026-01-14 23:25:05
250,143,5,14961.39,2026-03-20 09:12:43
251,176,5,20005.03,2026-04-27 21:09:58
252,546,2,517.13,2026-02-12 21:17:52
253,727,3,6746.31,2026-01-25 21:55:04
254,513,4,38047.59,2025-12-02 09:24:45
255,409,3,18796.05,2025-07-26 06:39:13
256,191,3,23041.13,2025-10-04 17:28:32
257,480,4,40536.36,2026-01-19 01:29:51
258,573,5,13720.23,2025-11-30 19:06:12
259,590,4,40584.52,2026-03-08 02:41:16
260,563,5,17065.64,2026-02-02 23:02:43
261,89,5,26491.17,2025-08-19 20:11:14
262,313,4,37436.75,2025-11-24 14:34:41
263,237,5,8292.77,2026-04-26 22:22:42
264,398,1,35169.08,2026-01-10 06:07:01
265,6,5,38183.94,2026-05-07 15:31:08
266,517,3,46581.12,2025-09-10 13:24:04
267,117,5,39468.35,2025-08-21 23:07:30
268,123,3,8142.25,2025-11-10 18:59:08
269,491,6,40304.21,2025-08-18 12:42:23
270,252,1,32495.63,2026-03-31 04:21:26
271,663,3,48475.02,2025-10-13 23:25:51
272,110,2,44882.48,2025-12-28 14:16:36
273,434,3,10432.28,2026-02-25 00:46:34
274,443,5,24970.54,2025-09-07 02:23:21
275,510,5,11023.44,2026-02-04 06:56:28
276,199,1,13989.33,2025-11-01 10:33:35
277,9,2,19182.68,2025-12-02 07:21:38
278,453,6,21141.81,2025-08-31 15:12:06
279,412,6,19456.17,2025-08-16 00:45:22
280,573,5,2326.73,2026-06-11 07:19:25
281,230,2,42737.24,2026-01-20 10:46:09
282,17,5,8461.62,2026-05-03 08:13:43
283,150,3,23124.75,2025-08-04 08:48:00
284,290,2,44229.23,2025-09-06 18:43:02
285,724,5,48210.13,2026-03-18 14:37:12
286,593,2,6577.81,2025-07-15 09:41:39
287,603,3,26976.89,2026-04-20 00:25:45
288,566,5,14165.09,2025-08-21 23:39:04
289,507,1,43468.49,2025-11-09 20:44:21
290,668,4,10900.85,2025-08-18 13:54:10
291,52,3,330.27,2025-09-30 05:40:41
292,255,4,29785.91,2026-05-23 01:55:33
293,726,3,4976.12,2025-07-26 03:23:14
294,305,4,4005.08,2026-05-15 16:10:02
295,460,1,3695.11,2026-05-11 13:10:18
296,116,3,6960.56,2025-11-02 01:31:45
297,395,3,7787.67,2025-09-08 19:03:26
298,468,4,9880.31,2026-04-03 05:15:56
299,669,4,3131.7,2025-07-27 21:10:34
300,627,5,4518.76,2025-11-23 06:52:15
301,321,5,26480.36,2025-11-28 03:35:40
302,530,5,16912.77,2025-09-27 23:44:24
303,776,5,45885.17,2026-01-01 19:01:33
304,788,4,34768.13,2025-10-18 11:03:56
305,642,5,26249.45,2025-12-12 19:04:19
306,676,2,25749.7,2025-09-25 19:33:40
307,419,1,10366.49,2025-10-13 11:18:42
308,721,3,37915.4,2026-04-15 19:14:18
309,284,5,7573.3,2025-11-24 18:14:57
310,55,5,47707.85,2026-04-06 07:11:22
311,154,3,44135.3,2025-09-18 00:29:46
312,627,1,23748.93,2026-04-08 17:06:12
313,220,3,34338.23,2025-10-15 20:11:48
314,644,2,37894.69,2025-07-28 12:09:00
315,145,3,41103.39,2025-11-16 02:02:34
316,173,6,15922.87,2026-01-26 04:58:38
317,647,6,44248.7,2026-06-15 15:58:16
318,243,4,12858.14,2026-04-14 22:31:44
319,656,1,41159.17,2025-12-30 22:23:39
320,402,1,10754.69,2025-08-08 22:38:07
321,236,3,29634.35,2025-11-07 01:50:54
322,240,6,33859.43,2025-09-20 09:35:58
323,293,6,45152.41,2025-11-25 11:54:12
324,399,2,4644.51,2026-04-07 03:46:03
325,569,2,24343.56,2026-04-19 15:01:57
326,144,5,12012.67,2025-07-09 20:38:15
327,84,5,715.42,2026-05-05 20:37:49
328,668,2,39929.7,2026-01-11 19:41:12
329,221,4,25682.08,2025-11-09 21:49:30
330,691,4,29655.21,2026-06-03 15:38:29
331,100,3,30130.63,2025-07-22 00:52:01
332,672,5,37320.32,2025-09-30 12:20:32
333,410,4,9214.8,2025-11-03 10:16:12
334,110,3,48186.68,2026-04-18 05:29:59
335,745,5,22313.31,2026-02-14 08:43:10
336,284,3,769.34,2026-05-13 10:12:54
337,553,5,37697.31,2025-12-25 18:54:47
338,114,1,8993.29,2025-09-27 10:09:21
339,478,6,40196.76,2025-07-21 02:07:33
340,612,6,41111.78,2025-11-19 10:13:24
341,405,5,41183.6,2026-03-21 22:08:38
342,422,6,34440.23,2025-09-15 18:28:46
343,708,6,22238.94,2025-10-21 07:42:30
344,477,4,18870.19,2026-03-06 11:19:01
345,282,2,45438.65,2025-10-12 17:15:04
346,424,6,49647.34,2026-04-19 20:29:22
347,754,5,49816.51,2025-08-30 02:37:03
348,413,1,28275.19,2025-09-17 00:31:51
349,275,3,16895.85,2025-07-24 07:16:46
350,211,2,17148.56,2026-06-21 22:33:09
351,476,3,10333.75,2026-01-20 07:44:33
352,238,5,43470.54,2026-04-06 18:47:50
353,787,2,6545.42,2025-12-12 19:35:20
354,28,5,9738.68,2025-11-13 13:08:07
355,193,3,46454.99,2026-01-31 15:34:59
356,304,1,26277.81,2026-05-07 09:56:41
357,463,5,46377.33,2025-09-10 18:27:08
358,5,4,4290.06,2025-12-19 20:43:40
359,635,6,24616.71,2026-01-15 22:27:09
360,417,1,5943.52,2025-07-20 07:32:47
361,301,2,10632.66,2026-03-10 16:08:08
362,500,5,26118.04,2025-10-04 12:20:48
363,259,1,49525.84,2025-12-16 15:50:24
364,492,4,18247.97,2025-12-16 09:43:56
365,323,4,32213.23,2026-02-08 11:07:30
366,768,1,15896.28,2026-01-15 05:39:49
367,5,3,15758.94,2025-07-13 01:36:59
368,126,5,18007.64,2026-04-19 21:23:54
369,454,1,4186.56,2026-04-17 01:12:26
370,615,5,1660.6,2025-10-28 06:08:07
371,586,1,41715.14,2025-12-22 03:30:00
372,404,1,9548.71,2026-06-11 18:41:44
373,440,6,5466.39,2025-10-17 06:09:48
374,81,2,12404.51,2026-01-30 08:43:39
375,561,2,44996.02,2026-01-07 20:36:35
376,772,4,12611.04,2026-06-21 06:31:16
377,612,4,38869.96,2025-12-04 11:46:38
378,783,1,848.9,2026-02-15 04:29:23
379,314,6,46857.32,2025-10-15 17:45:33
380,178,3,38692.78,2025-08-08 14:28:49
381,797,6,33973.58,2025-12-27 21:56:23
382,168,4,48248.76,2026-04-03 09:46:02
383,790,1,15347.91,2025-11-18 21:52:42
384,791,2,5319.19,2026-06-14 13:17:22
385,508,1,37477.27,2026-04-23 22:28:21
386,782,4,16336.66,2026-06-08 08:18:09
387,5,2,32729.55,2026-03-05 10:32:31
388,552,4,4784.05,2026-06-05 10:57:56
389,620,6,415.57,2025-09-14 10:46:07
390,345,4,48025.55,2025-07-27 07:16:42
391,629,3,49098.73,2026-05-16 01:04:44
392,513,2,30041.55,2025-10-28 08:41:12
393,535,5,25474.94,2026-03-20 02:52:18
394,179,4,7321.84,2026-03-04 06:33:54
395,403,3,37727.67,2025-09-12 03:03:41
396,506,6,28982.17,2026-05-19 12:25:27
397,546,6,46056.93,2026-04-23 06:24:41
398,603,6,23903.13,2026-03-31 08:02:38
399,264,6,14933.7,2026-03-09 05:30:23
400,97,3,36984.47,2026-04-17 21:21:58
401,766,5,5897.95,2025-08-25 00:11:24
402,645,6,16939.07,2026-01-24 22:50:09
403,139,2,30004.49,2025-12-04 01:32:54
404,672,1,30256.79,2026-06-23 03:58:59
405,59,6,3845.51,2026-04-16 04:18:20
406,786,4,43155.84,2025-11-04 16:49:17
407,452,3,10489.87,2025-10-08 21:23:48
408,149,3,45458.91,2026-06-22 00:54:07
409,702,2,14036.6,2025-07-31 19:44:13
410,592,1,25139.93,2026-03-30 02:04:42
411,623,3,23439.51,2026-06-14 08:19:48
412,342,6,48716.19,2026-03-10 05:45:31
413,695,5,40708.09,2025-12-31 03:58:50
414,510,2,17759.59,2026-05-18 07:41:37
415,612,1,2837.62,2026-05-23 11:49:46
416,444,6,10119.91,2025-10-03 10:15:23
417,512,4,27784.35,2026-05-06 03:42:21
418,785,3,9368.1,2025-08-24 02:52:23
419,670,2,9128.79,2025-10-09 03:53:23
420,95,2,898.77,2026-06-29 13:40:27
421,2,2,24355.54,2025-10-06 16:10:20
422,325,5,43464.46,2026-02-25 15:00:44
423,568,5,9622.87,2025-12-02 08:35:28
424,54,1,43708.06,2026-05-23 00:22:51
425,259,4,34199.97,2026-03-28 09:43:57
426,340,3,2671.27,2025-08-19 12:11:34
427,328,3,2992.65,2026-06-25 08:11:21
428,269,5,11687.08,2026-03-23 03:55:57
429,632,2,5135.06,2026-04-08 21:16:46
430,381,4,23092.73,2025-12-22 04:57:48
431,565,5,44801.39,2026-07-03 08:15:39
432,242,1,46411.8,2025-09-12 03:01:08
433,382,1,1988.1,2026-05-12 05:25:35
434,335,2,35786.54,2025-11-24 19:47:19
435,634,6,44432.48,2025-09-27 02:35:43
436,698,1,37653.51,2025-10-02 21:09:27
437,219,1,44304.26,2025-09-21 04:44:02
438,356,4,46560.68,2025-09-20 17:34:50
439,260,2,21168.02,2026-06-05 03:15:13
440,51,2,14788.56,2025-08-14 10:34:40
441,194,1,1767.67,2025-09-02 05:38:52
442,99,2,13977.77,2025-08-08 04:01:02
443,774,1,22075.6,2025-10-14 23:37:23
444,639,5,9245.91,2026-03-04 08:17:43
445,109,5,9743.35,2026-02-26 12:20:51
446,117,6,9608.94,2025-12-30 03:37:53
447,273,4,26636.49,2025-11-12 14:04:40
448,236,5,40396.69,2026-03-09 15:00:16
449,557,2,37553.91,2026-05-07 04:49:59
450,245,5,2335.84,2026-07-08 15:55:57
451,427,1,40700.73,2025-10-24 11:55:34
452,610,6,29191.68,2025-12-03 12:02:09
453,686,4,24970.37,2025-08-27 21:04:33
454,728,4,863.01,2026-03-08 14:15:52
455,387,5,6426.46,2025-07-20 02:15:43
456,775,5,26012.96,2026-01-31 02:11:15
457,683,6,12008.8,2026-07-05 07:41:35
458,580,6,28347.81,2025-10-16 03:07:21
459,346,4,38917.38,2026-03-30 13:44:29
460,283,5,14107.35,2025-07-15 08:43:45
461,405,6,36982.81,2026-06-20 12:25:48
462,327,1,25958.63,2025-12-08 23:30:50
463,281,5,31861.77,2026-05-02 13:03:52
464,276,6,25818.12,2026-02-28 23:46:54
465,719,6,35228.74,2025-10-23 19:34:48
466,266,4,9705.3,2026-02-09 16:49:36
467,176,4,10808.29,2026-01-26 07:13:46
468,119,3,36062.82,2026-05-10 04:43:08
469,34,6,37529.78,2026-06-21 17:27:38
470,1,5,6460.73,2026-05-23 23:48:52
471,80,3,31932.67,2025-08-10 02:24:15
472,350,3,33640.08,2025-08-11 05:40:55
473,19,5,23019.16,2026-04-17 22:47:04
474,776,4,49704.66,2026-03-24 07:18:23
475,403,4,2652.83,2026-05-24 00:05:41
476,442,6,9285.1,2026-04-09 05:51:18
477,783,3,3620.88,2025-10-08 01:19:17
478,435,2,19745.29,2025-07-12 17:10:23
479,125,1,17829.15,2025-12-09 23:59:48
480,781,6,27042.32,2026-04-10 12:24:04
481,5,4,24102.04,2026-06-15 06:24:27
482,609,1,11779.85,2025-12-07 17:10:06
483,84,5,3084.52,2025-09-21 20:52:44
484,482,3,1811.57,2025-11-20 14:54:56
485,2,6,42146.13,2025-12-22 15:41:51
486,490,3,25749.72,2026-07-03 14:21:00
487,117,3,20902.38,2026-01-18 21:58:17
488,759,2,35042.43,2025-09-12 21:08:05
489,609,5,37629.53,2025-11-10 22:29:25
490,560,6,1585.51,2025-08-21 04:24:57
491,145,2,14082.68,2025-09-27 10:35:48
492,273,2,5405.38,2026-05-17 19:10:38
493,462,5,30248.34,2025-07-20 12:42:48
494,204,6,39655.06,2026-06-09 15:39:56
495,607,4,20950.44,2025-10-14 15:20:18
496,12,6,22781.73,2026-03-07 07:06:53
497,417,3,9049.18,2026-06-04 09:38:21
498,629,5,40275.15,2025-09-09 05:12:24
499,15,4,8432.34,2026-01-24 02:41:13
500,652,6,1501.05,2026-02-28 08:02:09
501,407,2,29457.96,2026-02-04 05:07:13
502,380,4,19783.42,2026-06-21 12:16:01
503,241,4,16721.02,2025-09-20 10:23:38
504,354,5,24112.98,2025-12-24 03:07:10
505,688,4,14726.26,2025-12-23 05:08:29
506,446,1,33498.81,2025-12-15 01:19:58
507,233,1,18339.95,2026-05-15 04:35:15
508,152,2,4728.36,2026-04-03 16:57:45
509,618,6,3304.75,2025-12-12 07:21:18
510,692,3,6923.27,2025-07-12 16:37:03
511,396,3,21801.43,2025-11-04 12:42:06
512,768,2,32887.5,2026-04-17 12:39:50
513,788,5,47298.4,2026-03-04 14:42:31
514,652,1,14699.07,2025-08-21 14:00:27
515,573,5,46128.96,2026-01-15 16:25:31
516,770,1,20873.1,2026-03-05 05:26:21
517,708,1,1678.32,2026-05-28 00:25:36
518,141,5,15978.4,2025-12-20 10:09:05
519,678,4,39892.9,2026-07-08 13:05:12
520,206,2,7860.91,2026-04-01 10:01:46
521,713,3,4374.33,2025-09-14 07:27:59
522,626,2,30956.96,2026-04-14 18:17:47
523,111,4,36498.09,2026-04-07 18:17:35
524,195,4,568.05,2025-07-29 02:47:22
525,489,4,49270.23,2026-03-06 21:53:56
526,679,5,45531.13,2026-03-13 16:35:26
527,698,2,2070.1,2026-01-01 13:14:55
528,712,2,17410.64,2026-03-03 14:06:34
529,648,2,6517.3,2025-08-10 18:16:08
530,596,2,15477.72,2026-02-10 04:26:55
531,668,3,31561.05,2026-05-05 06:08:45
532,111,3,16314.55,2026-01-10 22:23:25
533,184,1,44533.82,2025-12-30 02:51:43
534,531,4,6485.04,2025-07-15 11:36:39
535,733,6,25599.77,2026-01-19 10:21:26
536,277,4,25410.05,2026-01-05 23:58:30
537,218,6,10317.91,2025-12-07 07:54:49
538,158,3,20080.35,2025-10-23 02:33:51
539,552,6,40354.66,2025-12-02 03:46:12
540,705,3,39275.88,2025-09-21 13:58:31
541,546,1,43016.02,2026-05-14 22:07:08
542,642,6,32263.47,2025-09-03 22:14:24
543,537,6,10378.16,2026-01-14 01:01:42
544,143,1,47270.89,2026-06-24 11:21:56
545,325,1,3849.76,2026-04-07 03:48:59
546,395,4,44871.78,2025-12-05 11:13:56
547,749,5,30991.5,2025-07-16 20:18:46
548,528,3,3844.79,2025-09-06 13:14:39
549,402,2,44714.43,2026-01-07 17:22:46
550,747,3,20445.68,2025-07-15 14:00:10
551,391,5,27617.65,2025-07-14 16:49:42
552,318,3,41762.3,2026-05-10 19:34:10
553,63,6,15570.51,2026-06-24 11:19:02
554,291,3,12502.45,2026-06-06 10:38:06
555,427,2,8267.67,2026-03-26 12:58:30
556,785,4,14998.79,2025-10-12 13:05:39
557,314,1,9166.01,2025-10-19 05:29:04
558,145,2,41312.07,2025-07-31 14:12:04
559,156,4,13289.89,2026-01-05 21:00:23
560,536,2,38218.07,2026-06-16 04:17:57
561,204,3,29872.22,2025-09-11 01:54:14
562,27,1,34663.09,2025-12-11 19:49:54
563,469,2,29628.28,2026-04-17 17:46:05
564,177,2,28270.58,2026-01-20 02:30:21
565,33,6,32001.32,2026-03-31 10:46:52
566,511,2,16639.31,2025-07-22 17:45:45
567,685,5,48851.28,2026-05-30 06:24:29
568,658,5,22171.3,2026-02-04 05:44:24
569,661,3,15540.66,2026-05-30 23:21:54
570,356,1,46899.78,2025-12-05 20:16:35
571,237,5,32700.18,2026-06-13 20:13:34
572,597,1,43723.07,2026-01-22 19:42:47
573,619,2,6038.62,2025-12-20 18:38:58
574,239,3,3735.13,2025-08-14 02:12:43
575,405,3,26308.89,2025-09-13 05:44:10
576,767,4,47858.56,2026-04-17 19:18:34
577,452,6,21976.41,2026-02-12 00:46:49
578,171,4,19792.59,2025-07-21 11:20:50
579,23,3,4807.17,2025-07-22 13:07:19
580,20,2,43516.74,2025-11-20 10:12:47
581,436,6,17169.2,2026-02-27 02:24:12
